"state_abbreviation","state","district","state_district","district_id","i","candidate_name","party","primary_votes","primary_percent","general_votes","general_percent","TotalPop","discuss","discussOppose","reducetax","reducetaxOppose","CO2limits","CO2limitsOppose","localofficials","localofficialsOppose","governor","governorOppose","congress","congressOppose","president","presidentOppose","corporations","corporationsOppose","citizens","citizensOppose","regulate","regulateOppose","supportRPS","supportRPSOppose","drilloffshore","drilloffshoreOppose","drillANWR","drillANWROppose","fundrenewables","fundrenewablesOppose","rebates","rebatesOppose","mediaweekly","mediaweeklyOppose","gwvoteimp","gwvoteimpOppose","teachGW","teachGWOppose","priority","priorityOppose","happening","happeningOppose","human","humanOppose","consensus","consensusOppose","worried","worriedOppose","personal","personalOppose","harmUS","harmUSOppose","devharm","devharmOppose","futuregen","futuregenOppose","harmplants","harmplantsOppose","timing","timingOppose","affectweather","affectweatherOppose","lcv_score"
"TX","Texas","09","Texas_09","TX 09","(I)","Green, Al","D","32881",1,"136256",0.890556270874047,576097,34.562,65.456,77.378,21.462,77.248,22.176,63.163,11.64,60.834,11.603,66.125,12.69,66.512,7.561,72.486,8.932,68.832,8.896,77.726,21.074,71.385,27.533,52.868,46.722,28.456,70.615,86.41,12.692,83.516,15.871,19.287,79.708,64.579,25.643,85.854,13.918,64.184,12.452,77.699,5.642,65.755,26.582,56.335,17.95,73.496,26.609,56.181,30.112,70.444,16.34,72.198,11.807,76.136,9.931,76.354,10.442,68.243,31.757,69.297,3.885,97
"TX","Texas","10","Texas_10","TX 10","(I)","McCaul, Michael T.","R","42088",0.800974384348951,"157166",0.510565999733617,624057,33.25,66.801,62.771,36.405,65.689,33.892,53.4,15.736,52.241,16.042,56.899,21.681,58.402,13.646,69.475,9.874,63.647,12.022,71.403,27.771,63.877,34.281,54.253,44.215,30.241,69.281,83.844,15.447,80.624,18.429,24.832,74.795,57.281,32.277,75.268,24.819,49.841,26.38,71.419,11.982,56.723,32.13,54.895,25.502,60.617,39.662,41.836,48.52,59.674,30.985,65.295,22.772,69.599,19.015,69.839,19.621,55.243,44.757,62.003,6.335,21
"TX","Texas","11","Texas_11","TX 11","(I)","Conaway, Mike","R","63526",0.829591903362716,"176603",0.801367656334372,570201,29.139,70.846,60.257,39.175,58.924,40.723,46.805,18.597,45.957,19.058,49.284,25.832,51.85,16.515,61.151,14.565,55.96,15.89,66.882,33.202,56.825,42.939,60.669,39.865,36.631,63.195,80.16,20.391,75.672,24.85,23.313,76.317,50.584,38.042,74.417,26.116,46.43,29.42,65.743,17.322,50.712,39.155,43.221,30.216,57.332,42.783,38.634,51.286,56.185,33.388,58.358,28.038,64.015,24.742,63.523,25.464,48.746,51.254,54.866,8.143,7
"TX","Texas","12","Texas_12","TX 12","(I)","Granger, Kay","R","49385",1,"172557",0.642691933807837,594461,32.096,67.835,62.564,36.726,61.702,37.647,50.947,17.807,49.548,18.04,52.98,24.99,54.824,16.02,64.558,12.94,59.485,14.41,69.543,29.713,59.158,39.928,57.983,41.399,34.712,64.742,82.781,17.037,77.508,22.159,24.641,74.806,54.448,35.379,74.49,25.626,47.515,28.463,64.014,15.824,50.995,38.522,49.695,28.784,57.909,42.278,38.773,53.317,55.641,35.936,60.556,28.338,66.551,24.807,65.831,26.119,49.317,50.683,58.558,7.637,10
"TX","Texas","13","Texas_13","TX 13","(I)","Thornberry, Mac","R","71018",1,"169027",0.815432858142171,532866,27.417,72.624,56.804,42.854,52.891,46.631,44.508,19.133,44.441,19.807,45.813,28.02,49.173,18.461,59.817,14.045,53.521,15.584,65.21,35.006,56.429,43.035,61.101,38.447,34.633,65.609,78.963,21.676,73.58,27.367,22.25,77.3,51.074,38.414,67.93,32.46,42.877,32.456,62.396,18.937,48.926,38.011,42.141,33.536,53.735,46.484,35.633,54.034,52.114,36.786,55.237,30.288,60.363,28.143,60.867,28.32,45.264,54.736,50.927,8.092,3
"TX","Texas","14","Texas_14","TX 14","(I)","Weber, Randy","R","33720",0.75288023577744,"138942",0.592432460090053,564506,28.826,71.196,62.623,36.572,60.724,39.089,50.709,16.562,49.148,16.561,52.983,22.305,53.495,14.325,65.001,11.042,58.091,13.022,68.508,31.561,57.882,42.611,60.304,39.778,36.159,63.455,82.06,17.934,78.372,21.833,20.858,78.408,53.595,35.763,73.135,26.741,47.105,26.301,66.364,13.612,48.736,39.538,42.418,29.111,57.29,42.899,40.314,47.276,56.749,30.523,59.815,23.917,64.833,20.817,65.652,22.58,51.546,48.454,57.339,6.789,3
"TX","Texas","15","Texas_15","TX 15","(I)","Gonzalez, Vicente","D","33549",1,"98333",0.596673584058446,534055,33.84,66.012,70.722,28.277,66.732,32.568,58.174,14.645,56.044,14.113,60.063,16.873,61.221,10.557,69.413,9.755,65.429,10.506,71.994,27.57,63.907,35.852,55.387,44.497,30.82,68.888,83.163,16.46,80.204,19.786,20.899,77.989,60.192,28.956,80.396,19.504,55.478,18.788,75.129,10.028,63.389,28.563,50.373,23.179,69.097,30.985,49.681,38.315,65.698,21.587,68.181,16.719,71.299,15.091,71.557,16.552,59.821,40.179,62.87,5.153,86
"TX","Texas","16","Texas_16","TX 16",NA,"Escobar, Veronica","D","31009",0.615306770378601,"124437",0.684645179748451,535781,36.059,63.851,73.46,25.427,72.041,27.716,61.241,13.704,58.86,12.854,64.292,15.276,64.763,9.619,73.805,9.478,68.236,9.972,75.972,23.076,69.477,29.619,54.87,44.854,28.548,71.454,85.45,13.874,82.463,17.319,22.552,76.603,62.589,27.568,84.304,15.736,62.588,15.066,78.004,7.511,64.386,27.943,52.379,22.555,71.841,28.23,55.836,34.053,68.732,20.268,71.684,15.52,76.772,11.701,76.595,13.303,63.402,36.598,66.97,4.552,97
"TX","Texas","17","Texas_17","TX 17","(I)","Flores, Bill","R","44388",1,"134841",0.568107991961273,588133,30.648,69.358,60.259,39.014,62.3,37.836,49.54,16.543,49.305,17.116,53.048,23.388,54.782,15.538,65.846,12.611,59.71,13.627,70.053,29.24,62.009,36.49,60.441,38.065,32.513,66.683,82.692,16.681,78.968,20.229,22.935,76.576,53.848,34.738,70.318,28.987,46.553,25.975,68.133,14.801,52.725,34.87,48.171,26.277,61.706,38.507,39.458,48.088,57.042,30.263,61.768,22.323,66.414,18.8,66.226,20.467,51.48,48.52,56.421,6.596,7
"TX","Texas","18","Texas_18","TX 18","(I)","Jackson Lee, Sheila","D","32625",0.853008079065025,"138704",0.75246837228479,570978,33.751,66.287,74.58,24.121,74.323,25.332,64.358,11.846,60.833,11.994,63.698,13.49,64.99,8.263,69.884,9.196,66.811,9.714,76.511,22.601,68.024,30.843,54.161,45.448,28.729,70.845,85.488,13.843,82.337,17.388,19.933,79.222,64.628,25.383,83.825,15.764,63.895,13.827,75.038,6.055,61.993,29.589,54.933,17.879,70.402,29.811,56.109,30.166,69.502,17.243,72.293,12.635,75.695,10.736,76.022,11.218,63.993,36.007,66.486,4.47,93
"TX","Texas","19","Texas_19","TX 19","(I)","Arrington, Jodey","R","55433",1,"151946",0.752263781964007,545181,30.042,69.896,59.549,39.904,58.085,41.837,48.393,17.788,47.274,18.118,51.352,25.252,52.837,17.149,62.345,12.608,56.455,14.157,66.114,34.368,56.807,42.704,58.951,41.365,34.475,65.222,80.212,20.223,75.321,25.107,22.952,76.667,52.605,35.928,71.999,28.312,46.752,30.203,63.254,19.696,51.259,35.712,45.638,29.753,57.965,42.23,37.647,52.189,54.903,34.2,59.251,26.865,63.047,25.491,63.23,25.386,50.264,49.736,53.041,7.53,7
"TX","Texas","20","Texas_20","TX 20","(I)","Castro, Joaquin","D","32189",1,"139038",0.808534394026622,592536,36.524,63.393,72.258,26.577,72.669,27.049,60.993,13.442,59.719,12.551,64.203,15.309,64.745,9.805,71.229,9.567,67.706,10.508,75.169,24.208,65.52,34.442,52.989,46.544,29.297,70.503,85.368,13.941,81.293,18.437,24.39,74.999,61.525,27.968,83.576,16.425,61.861,15.468,77.877,8.512,61.021,29.655,58.946,20.517,72.167,27.957,51.844,37.97,68.388,21.495,72.253,15.786,76.435,13.183,77.234,12.822,63.993,36.007,66.333,5.17,93
"TX","Texas","21","Texas_21","TX 21",NA,"Roy, Chip","R","19428",0.270626419089276,"177654",0.502391004957341,635849,36.739,63.038,64.552,34.653,65.899,34.317,54.132,15.653,52.622,14.44,57.424,20.814,57.629,13.514,67.243,10.965,60.822,12.56,72.031,27.928,64.702,34.427,53.04,46.928,28.775,71.709,85.121,14.59,81.1,18.635,29.525,70.356,58.195,31.059,75.54,24.265,48.58,26.819,73.659,12.884,56.703,31.668,58.358,24.149,63.402,36.441,41.363,51.16,61.012,30.683,65.637,24.685,70.863,20.544,69.581,22.352,56.298,43.702,63.024,6.87,0
"TX","Texas","22","Texas_22","TX 22","(I)","Olson, Pete","R","35918",0.784115964808872,"152750",0.513609387871757,635354,32.374,67.67,63.627,35.557,65.024,34.927,54.747,15.869,52.526,16.107,57.169,22.046,57.004,14.427,69.396,11.038,61.287,12.649,70.098,29.795,61.215,38.613,59.108,40.253,31.849,68.113,83.187,16.672,79.146,20.695,22.152,77.348,55.861,33.805,75.531,24.618,49.881,24.652,71.589,12.737,55.958,33.934,52.444,26.49,61.226,38.997,42.581,48.264,60.754,28.59,65.092,21.446,69.089,19.219,69.176,20.446,54.156,45.844,61.429,5.914,7
"TX","Texas","23","Texas_23","TX 23","(I)","Hurd, Will","R","25001",0.802729170011238,"103285",0.491671784032865,546533,33.04,66.881,69.089,30.02,68.327,30.644,56.341,15.255,55.221,14.646,60.961,18.133,61.436,10.974,69.429,10.658,65.397,11.429,72.959,25.79,66.902,31.18,56.301,43.081,31.794,67.209,83.513,15.953,81.65,17.671,21.754,77.481,59.924,30.276,79.168,20.845,55.779,19.233,75.001,8.627,62.629,29.017,50.644,24.22,69.049,31.011,48.631,39.896,64.279,23.709,66.63,17.873,70.933,16.005,71.6,16.027,59.798,40.202,61.905,5.378,28
"TX","Texas","24","Texas_24","TX 24","(I)","Marchant, Kenny E.","R","30310",0.744077574567325,"133317",0.506104366444207,603340,34.974,65.05,65.664,33.446,64.92,34.667,54.105,15.527,52.357,15.612,56.184,21.114,57.416,13.805,67.982,11.357,63.202,12.645,72.55,27.25,64.776,34.752,55.384,44.986,30.942,69.149,84.934,14.844,81.264,18.598,25.91,73.736,57.745,32.21,78.494,21.601,51.245,26.559,71.707,12.236,57.443,32.281,52.394,24.916,62.374,37.852,41.897,49.325,59.725,30.515,65.267,23.028,70.527,19.518,70.701,19.321,54.393,45.607,63.079,6.426,3
"TX","Texas","25","Texas_25","TX 25","(I)","Williams, Roger","R","51122",1,"163023",0.535286140671739,582610,35.304,64.449,64.098,35.201,67.24,32.738,52.726,15.481,52.784,15.125,57.333,21.486,56.531,14.087,68.618,10.874,62.865,12.454,72.297,27.18,64.881,33.651,56.3,43.804,28.545,71.974,84.932,14.509,80.56,18.967,27.854,71.914,56.734,32.901,76.946,22.861,52.472,25.451,70.405,14.444,58.091,32.15,54.463,25.568,63.741,36.129,41.648,49.464,59.856,31.632,64.42,24.493,69.062,20.639,68.915,21.193,56.338,43.662,60.217,6.812,0
"TX","Texas","26","Texas_26","TX 26","(I)","Burgess, Michael C.","R","42556",0.769882046457776,"185551",0.593753699940801,619629,32.526,67.631,62.735,36.646,61.787,38.333,48.915,17.33,48.863,16.581,52.089,23.071,51.904,15.094,65.81,10.553,60.258,12.781,71.742,27.747,61.384,38.214,62.057,37.684,33.419,66.588,83.596,16.338,80.422,19.337,26.692,72.994,56.987,34.024,74.281,25.815,46.118,27.686,70.825,13.67,55.798,36.094,49.831,29.662,60.058,40.168,38.682,54.361,57.19,34.688,62.017,27.004,67.193,24.768,66.178,27.177,51.27,48.73,58.036,7.59,10
"TX","Texas","27","Texas_27","TX 27",NA,"Cloud, Michael","R","14920",0.338260632991748,"125118",0.603207968334932,551208,32.64,66.937,63.841,35.248,65.653,33.894,54.243,16.074,53.282,14.953,59.038,20.15,58.568,12.83,67.584,11.609,61.718,12.636,71.666,27.46,61.506,37.109,57.799,41.376,33.583,65.786,82.85,16.579,79.89,19.479,22.476,76.887,56.892,32.957,77.191,23.1,55.379,20.977,69.208,12.586,56.768,33.586,51.765,25.702,62.991,37.174,45.123,44.451,61.72,27.777,65.721,21.677,69.665,19.115,70.243,19.14,56.155,43.845,60.077,6.461,0
"TX","Texas","28","Texas_28","TX 28","(I)","Cuellar, Henry","D","39221",1,"117494",0.843908465372847,517732,31.643,68.386,69.847,29.042,68.323,30.784,58.552,14.113,56.7,13.596,62.104,15.921,62.721,10.318,69.454,9.241,66.915,10.028,73.694,24.62,64.336,33.616,55.281,43.465,30.663,68.945,83.546,15.564,81.345,17.23,20.268,78.908,58.857,29.863,79.998,19.854,57.296,16.293,76.64,8.339,61.531,30.181,51.847,23.05,69.944,30.126,51.73,36.646,67.553,20.542,69.889,15.405,73.904,13.185,74.514,13.982,59.664,40.336,64.313,4.976,79
"TX","Texas","29","Texas_29","TX 29",NA,"Garcia, Sylvia R.","D","11727",0.632592512676664,"88188",0.750574497421145,515892,33.346,66.528,74.709,24.182,73.883,24.807,61.651,13.006,59.367,12.136,65.735,13.352,65.329,8.381,72.849,8.551,68.468,9.097,75.032,23.576,69.404,29.058,52.854,46.59,29.73,69.456,84.242,14.797,81.359,18.1,18.498,80.437,62.274,27.075,83.628,16.184,61.108,13.514,78.145,5.936,65.571,27.605,52.694,19.629,73.932,26.098,56.321,31.431,70.841,16.674,71.705,12.77,74.506,11.964,76.217,11.228,68.119,31.881,66.009,4.293,90
"TX","Texas","30","Texas_30","TX 30","(I)","Johnson, Eddie Bernice","D","32669",0.636041508478866,"166784",0.910522235688471,557466,32.099,68.024,75.846,22.884,70.901,28.917,63.125,11.707,61.848,11.79,64.145,13.529,65.165,8.125,70.839,9.658,64.735,9.532,75.625,23.296,68.903,30.211,56.378,41.799,29.678,69.706,85.477,13.546,82.134,17.673,18.195,81.014,66.269,25.047,84.523,15.073,64.099,13.934,75.485,5.686,59.594,30.537,53.514,19.07,69.888,30.292,54.34,31.345,68.503,16.99,70.753,12.492,73.887,10.59,73.996,11.225,64.1,35.9,68.02,4.164,97
"TX","Texas","31","Texas_31","TX 31","(I)","Carter, John","R","34623",0.655006715980249,"144680",0.505861744642614,610026,34.57,65.373,65.843,33.397,67.095,32.698,52.885,16.66,51.983,17.525,57.641,21.982,57.577,13.837,66.933,13.859,62.636,13.742,73.258,25.769,64.827,33.683,56.554,42.958,29.43,70.69,84.563,15.163,80.885,18.79,25.982,73.625,56.924,33.155,78.235,22.017,54.872,23.113,72.479,12.837,56.222,33.797,53.95,25.638,64.371,35.398,43.342,48.078,61.597,29.654,64.341,23.697,69.98,19.436,70.1,19.059,56.413,43.587,62.012,6.864,3
"TX","Texas","32","Texas_32","TX 32",NA,"Allred, Colin","D","15498",0.384260636715263,"144067",0.522701545606269,583989,36.265,63.746,66.946,32.113,69.12,30.824,56.718,14.619,55.726,13.581,60.934,18.227,60.926,11.421,70.537,9.284,64.959,11.437,73.41,26.118,66.048,32.376,54.704,44.313,27.579,73.018,84.89,14.69,81.731,17.454,27.383,72.193,60.885,29.759,79.187,20.791,55.626,21.871,75.861,10.967,59.728,31.069,58.35,23.384,66.485,33.724,46.403,44.439,64.089,27.114,67.505,21.643,73.994,16.077,73.618,16.209,60.396,39.604,66.891,6.153,93
"TX","Texas","33","Texas_33","TX 33","(I)","Veasey, Marc","D","15175",0.703197405004634,"90805",0.761633563712004,507997,34.559,65.082,75.281,23.557,75.361,23.986,62.696,12.477,60.773,11.609,65.098,13.586,67.038,8.262,71.797,9.748,68.212,9.312,76.907,21.504,69.659,28.928,49.573,50.018,28.191,71.16,85.114,13.799,81.643,17.695,19.952,78.944,65.721,24.632,84.046,15.681,65.23,12.691,77.228,6.112,66.427,26.649,53.545,17.666,74.154,25.918,54.634,30.961,69.13,16.922,71.105,12.293,74.536,11.148,75.311,11.303,66.533,33.467,66.614,4.24,97
"TX","Texas","34","Texas_34","TX 34","(I)","Vela, Filemon B.","D","25344",1,"85825",0.599889563005005,507990,31.405,68.543,71.223,27.754,68.65,30.606,57.098,15.077,55.436,14.948,60.768,17.157,61.612,10.775,67.943,10.57,65.208,10.871,72.012,27.085,65.824,33.196,57.23,42.512,31.2,68.842,83.256,16.106,80.81,18.835,19.039,79.911,59.107,30.667,81.374,18.604,57.525,17.542,73.845,8.916,60.758,31.629,46.375,24.384,68.942,31.079,50.216,36.111,65.412,21.238,67.739,15.574,71.263,14.264,72.196,14.283,62.924,37.076,62.156,5.188,86
"TX","Texas","35","Texas_35","TX 35","(I)","Doggett, Lloyd","D","32101",1,"138278",0.712527116923537,598237,36.995,62.826,72.495,26.37,74.581,25.016,59.759,13.482,58.598,12.82,63.347,15.308,63.874,10.483,71.145,9.493,67.092,10.103,76.18,22.739,68.344,30.842,54.391,45.144,28.733,70.812,85.38,13.901,82.149,17.396,24.009,75.383,63.461,26.289,83.996,16.031,60.97,16.448,78.784,8.43,63.325,28.931,57.545,20.573,69.31,30.863,52.231,38.334,66.126,23.17,70.184,17.439,75.036,13.923,74.392,15.752,64.172,35.828,67.354,4.905,97
"TX","Texas","36","Texas_36","TX 36","(I)","Babin, Brian","R","50317",1,"161048",0.725585251130855,551979,25.73,74.343,56.847,42.62,56.822,43.007,46.185,18.311,43.981,18.821,47.491,26.433,49.367,17.197,61.629,12.697,54.363,14.329,66.502,33.193,55.161,44.676,63.581,35.914,38.871,60.48,79.12,21.224,75.98,24.221,19.853,79.486,48.937,39.622,68.894,31.389,37.42,32.087,60.586,19.065,45.824,40.867,41.435,32.138,49.862,50.38,34.05,52.706,50.185,35.831,54.353,28.924,59.009,25.391,59.829,25.917,47.143,52.857,52.396,7.581,7
"UT","Utah","01","Utah_01","UT 01","(I)","Bishop, Rob","R","*",1,"156692",0.616089929344599,517672,34.832,65.054,59.407,39.68,62.05,37.235,42.22,18.409,42.236,18.86,49.547,24.377,49.409,14.84,65.863,9.904,58.679,11.369,69.693,30.424,56.158,44.89,55.572,43.821,35.555,64.177,84.177,15.725,80.361,19.378,28.503,70.809,49.196,40.558,73.342,27.22,42.695,33.551,67.841,15.391,49.511,39.699,50.476,32.088,55.866,44.21,36.192,54.034,53.976,35.997,58.048,27.54,61.498,26.988,63.647,25.046,49.857,50.143,57.751,7.725,3
"UT","Utah","02","Utah_02","UT 02","(I)","Stewart, Chris","R","*",1,"151489",0.560978951578261,544542,36.514,62.921,59.559,39.437,64.732,35.303,47.357,16.625,44.896,17.798,53.249,23.757,53.283,14.829,67.848,9.851,61.461,10.664,71.564,27.818,59.507,40.216,51.399,46.373,32.226,66.71,84.641,14.724,82.033,16.808,28.689,70.738,52.574,36.54,74.42,26.148,43.385,30.789,68.751,17.178,52.723,34.181,49.234,31.553,58.192,41.568,37.472,54.7,56.263,35.161,60.287,27.437,64.883,23.561,66.748,23.186,51.548,48.452,60.428,6.341,3
"UT","Utah","03","Utah_03","UT 03","(I)","Curtis, John","R","66404",0.733243523773768,"174856",0.675490037008707,521761,36.149,63.784,57.126,42.111,60.327,39.409,46.052,18.018,43.369,19.368,51.043,25.358,50.954,16.367,67.196,9.988,59.598,11.242,69.53,30.291,57.365,43.258,54.413,44.146,34.531,64.672,84.826,14.673,80.361,18.982,29.897,69.456,49.31,39.332,69.976,30.483,41.105,34.522,67.034,17.057,48.926,37.643,52.49,30.989,55.648,44.508,35.493,56.412,53.395,38.17,57.615,29.642,61.538,29.273,63.551,28.386,50.192,49.807,58.129,6.861,3
"UT","Utah","04","Utah_04","UT 04",NA,"McAdams, Ben","D","*",1,"134964",0.501219960560179,542322,37.825,61.998,63.755,35.129,68.34,31.343,48.577,17.349,46.406,18.885,54.787,22.162,53.621,13.515,67.833,10.904,63.153,11.064,71.511,28.703,60.684,39.901,50.619,49.283,32.854,66.795,85.74,13.861,82.227,17.22,29.17,70.236,53.116,36.699,76.382,23.877,46.943,28.482,69.283,13.492,55.308,34.909,53.99,29.407,61.57,38.495,40.686,50.669,59.08,31.115,61.525,24.967,67.013,21.526,68.636,21.744,53.184,46.816,61.339,6.617,86
"VT","Vermont","00","Vermont_00","VT 00","(I)","Welch, Peter","D","56041",0.839641016420952,"188547",0.692040036557032,506630,38.536,61.618,68.816,31.206,71.408,28.237,51.912,15.266,51.185,14.899,62.357,16.499,62.475,9.196,72.948,9.401,65.773,10.525,77.726,22.126,69.747,30.328,50.021,50.949,29.942,70.34,88.402,11.689,84.542,15.464,30.222,69.533,56.528,33.068,77.13,22.862,51.886,19.769,73.357,11.026,59.488,30.515,60.302,23.007,65.101,35.042,41.08,51.402,61.809,30.572,67.595,22.073,75.135,17.07,74.31,18.2,56.611,43.389,68.849,5.604,97
"VA","Virginia","01","Virginia_01","VA 01","(I)","Wittman, Robert J. ""Rob""","R","Unopposed",1,"183250",0.551746771566298,597731,33.822,66.101,66.998,32.226,64.979,34.401,50.658,15.362,49.83,15.313,57.577,19.806,57.859,11.789,69.546,10.286,63.008,11.143,73.139,25.803,63.03,35.781,56.877,41.976,33.571,66.131,86.113,12.997,80.735,18.703,24.38,75.077,51.477,36.498,76.519,23.246,46.542,24.296,69.307,14.877,54.85,32.906,50.263,28.162,59.422,40.614,39.004,51.166,56.906,32.163,61.904,24.72,68.59,19.563,69.949,20.566,54.103,45.897,59.99,5.97,3
"VA","Virginia","02","Virginia_02","VA 02",NA,"Luria, Elaine G.","D","17552",0.623029958824365,"139571",0.510448820164723,578676,33.727,66.23,68.608,30.534,66.394,33.405,53.312,15.422,51.746,16.15,58.06,19.216,58.673,11.977,68.241,11.783,60.749,11.674,73.781,25.348,62.939,37.032,54.687,44.855,36.236,62.841,86.439,12.978,81.014,18.458,24.308,74.944,52.681,36.521,77.423,22.212,46.998,23.693,70.388,11.64,55.598,33.147,51.8,27.421,60.553,39.464,41.048,49.63,57.08,32.809,63.224,23.734,68.879,20.123,70.056,21.171,53.767,46.233,60.479,6.25,97
"VA","Virginia","03","Virginia_03","VA 03","(I)","Scott, Robert C. ""Bobby""","D","Unopposed",1,"198615",0.911948097267117,571892,33.204,66.765,73.028,25.682,70.364,29.438,61.214,12.013,58.734,12.443,64.904,13.884,65.075,8.764,72.788,8.68,65.37,10.211,76.586,21.986,67.86,30.693,50.7,47.956,31.725,67.454,87.085,11.564,82.766,16.341,20.355,78.993,58.664,31.063,83.219,16.124,56.45,15.454,75.867,6.417,58.91,30.52,60.468,20.721,66.524,33.499,47.012,41.529,64.063,23.666,68.645,17.09,73.905,13.051,75.967,13.09,62.588,37.412,68.508,4.695,97
"VA","Virginia","04","Virginia_04","VA 04","(I)","McEachin, A. Donald","D","Unopposed",1,"187642",0.625746576004856,602947,32.687,67.192,68.932,29.836,68.619,31.265,58.712,12.402,56.617,13.291,62.183,15.665,63.635,9.583,71.619,9.203,64.368,10.657,75.724,22.837,66.988,30.666,50.776,47.381,32.175,66.286,86.178,12.44,82.754,16.237,20.145,79.278,57.862,31.459,79.627,19.907,55.404,17.597,73.973,8.783,57.777,31.601,58.649,20.935,64.631,35.411,45.376,41.857,61.472,25.083,67.399,17.874,70.919,15.672,73.006,16.056,57.626,42.374,66.778,4.83,100
"VA","Virginia","05","Virginia_05","VA 05",NA,"Riggleman, Denver L., III  #","R",NA,1,"165339",0.531758054089519,588187,32.089,67.797,64.857,34.256,65.621,34.27,53.231,14.846,50.717,16.315,56.396,20.29,58.32,12.588,67.1,10.85,60.404,11.897,72.282,26.952,59.65,40.786,51.191,48.949,31.962,68.01,85.455,13.756,80.711,18.98,22.667,76.878,50.853,36.549,74.078,25.53,48.284,23.453,71.955,11.506,53,35.407,51.755,26.315,58.484,41.191,39.386,48.634,57.687,29.752,62.781,22.4,67.473,18.69,69.817,18.066,54.264,45.736,62.314,5.925,17
"VA","Virginia","06","Virginia_06","VA 06",NA,"Cline, Ben L.","R","*",1,"167957",0.596845150102343,598214,33.147,66.67,65.144,34.039,63.393,36.463,51.098,16.702,49.199,18.639,55.898,22.132,57.807,13.68,66.956,13.276,60.774,13.572,71.504,28.285,61.584,38.181,52.819,47.799,34.429,65.669,85.428,14.058,80.521,19.32,24.26,75.376,51.24,37.575,76.721,23.317,47.157,26.856,67.293,14.151,51.063,36.626,50.223,28.85,57.554,42.51,39.251,51.287,56.623,33.507,61.908,25.593,67.845,21.058,69.527,21.065,52.46,47.54,58.706,6.938,0
"VA","Virginia","07","Virginia_07","VA 07",NA,"Spanberger, Abigail A.","D","33210",0.725299205031886,"176079",0.503325891644823,595404,34.314,65.364,67.25,31.823,64.934,35.02,52.271,15.671,51.029,16.494,57.878,20.021,60.266,12.513,68.968,10.505,62.855,12.134,72.773,26.508,63.971,35.434,53.748,46.147,32.862,67.362,86.124,13.267,80.868,18.996,24.318,75.081,53.307,35.612,75.739,23.735,49.955,24.492,67.037,13.726,54.647,35.101,51.479,26.948,58.765,40.928,40.375,50.256,57.374,32.903,62.374,26.164,69.959,20.303,70.899,20.994,54.644,45.356,62.215,6.208,97
"VA","Virginia","08","Virginia_08","VA 08","(I)","Beyer, Donald S., Jr.","D","Unopposed",1,"247137",0.761006928406467,626079,48.762,51.082,76.543,22.525,80.838,19.283,65.13,10.315,64.999,9.311,73.079,11.757,72.295,7.426,79.49,6.507,74.298,7.574,81.46,16.74,75.223,23.181,35.422,64.047,21.008,78.269,90.137,8.534,86.793,12.229,34.79,64.91,67.981,23.217,85.687,13.825,67.968,13.207,84.868,5.648,71.755,19.794,73.898,15.629,77.81,22.28,56.148,37.019,73.587,18.55,77.203,13.589,81.001,9.962,82.487,9.85,70.504,29.496,77.947,3.771,97
